id,region,start,end,strand
35543,chr10,30143742,30143942,+
41604,chr3,46305470,46305670,+
5140,chr2,185130422,185130622,+
27108,chr7,26382433,26382633,+
13301,chr8,49442635,49442835,+
2306,chr19,28410604,28410804,+
42385,chr5,40055988,40056188,+
34257,chr2,125006574,125006774,+
46038,chr3,78002191,78002391,+
16840,chr11,42298202,42298402,+
1839,chr11,51846519,51846719,+
8500,chr2,36184137,36184337,+
36606,chr2,4320074,4320274,+
26980,chr1,164107321,164107521,+
20928,chr12,78283634,78283834,+
1563,chr5,81906728,81906928,+
28005,chr2,224451064,224451264,+
32759,chrX,67810146,67810346,+
13581,chr4,113793661,113793861,+
24382,chr13,17357437,17357637,+
21713,chr12,36630630,36630830,+
32824,chr14,65825419,65825619,+
35171,chr4,50801274,50801474,+
46913,chr6,142743255,142743455,+
7325,chr20,37533902,37534102,+
35606,chr22,11154910,11155110,+
46909,chr2,185619706,185619906,+
43586,chr7,157283289,157283489,+
30072,chr5,12898913,12899113,+
19789,chrX,79242203,79242403,+
25292,chr11,18270250,18270450,+
16140,chr17,37805886,37806086,+
40252,chr5,114043506,114043706,+
34494,chr17,53006815,53007015,+
2138,chrX,109740673,109740873,+
17641,chr14,50699948,50700148,+
14704,chr7,71048562,71048762,+
11887,chrX,88982744,88982944,+
11511,chr7,42639900,42640100,+
47417,chr2,106273685,106273885,+
21906,chr13,71355219,71355419,+
33634,chr3,144816263,144816463,+
5643,chr2,67422515,67422715,+
27154,chr18,29059335,29059535,+
4020,chr4,38293715,38293915,+
15864,chrY,8772676,8772876,+
7380,chr6,102088352,102088552,+
5450,chr16,35147654,35147854,+
19035,chr13,16788841,16789041,+
29216,chr7,81399145,81399345,+
31967,chr10,18082197,18082397,+
7580,chr11,81685265,81685465,+
34486,chr11,130612778,130612978,+
12114,chr6,37145095,37145295,+
47351,chr9,29445609,29445809,+
42855,chr3,196616556,196616756,+
41510,chr19,36430170,36430370,+
19559,chr17,15052521,15052721,+
44698,chr2,146268885,146269085,+
2142,chr15,59928888,59929088,+
28254,chr1,122958596,122958796,+
10264,chr5,21190778,21190978,+
20338,chr2,78649925,78650125,+
2273,chr9,42655668,42655868,+
21476,chr10,90690199,90690399,+
33072,chr5,34427048,34427248,+
43152,chr5,139465567,139465767,+
11086,chr20,20845096,20845296,+
15190,chr12,69146964,69147164,+
30350,chr6,50423430,50423630,+
40313,chr7,149834564,149834764,+
309,chr12,47057534,47057734,+
29887,chr19,32272120,32272320,+
48510,chr6,111609926,111610126,+
1348,chr8,77093013,77093213,+
29701,chrX,126645384,126645584,+
30674,chr18,18439107,18439307,+
33253,chr3,132963898,132964098,+
41916,chr17,73968670,73968870,+
45963,chr2,207032131,207032331,+
39160,chr13,48879705,48879905,+
12829,chr2,6726081,6726281,+
8482,chr11,129672261,129672461,+
18512,chr1,245742049,245742249,+
4387,chr5,1161290,1161490,+
29862,chrX,82310005,82310205,+
16745,chr1,238978162,238978362,+
20692,chr4,43354327,43354527,+
27814,chr9,103102960,103103160,+
22924,chr8,76078356,76078556,+
3639,chrX,97797435,97797635,+
35174,chr12,37257757,37257957,+
48488,chr18,18458035,18458235,+
39675,chr10,3638314,3638514,+
10963,chr13,68282002,68282202,+
27267,chr6,115475881,115476081,+
28291,chr2,221073317,221073517,+
16869,chr1,61659914,61660114,+
1113,chrY,19243474,19243674,+
34711,chr8,43667983,43668183,+
24344,chr1,31708143,31708343,+
21867,chr1,170107750,170107950,+
29071,chr11,93972337,93972537,+
4456,chr12,36713768,36713968,+
24716,chr15,78433815,78434015,+
42665,chr16,62995863,62996063,+
11082,chr11,57213767,57213967,+
13438,chr11,109699239,109699439,+
42784,chr22,16003292,16003492,+
24043,chr11,6089987,6090187,+
42160,chr2,112195389,112195589,+
20979,chr5,71871100,71871300,+
7721,chr3,45045081,45045281,+
38052,chr11,80616602,80616802,+
11126,chr6,112691737,112691937,+
31715,chr6,101027401,101027601,+
27270,chr10,57690638,57690838,+
20632,chr2,143916379,143916579,+
10107,chr3,137421537,137421737,+
34026,chr4,53371424,53371624,+
21670,chr16,25393819,25394019,+
38719,chr11,116701538,116701738,+
47484,chr8,117653540,117653740,+
17532,chr14,50689670,50689870,+
47275,chr15,79731352,79731552,+
2091,chr3,98044983,98045183,+
48939,chr9,29034128,29034328,+
38493,chr8,57367638,57367838,+
22288,chr11,51194345,51194545,+
32221,chr5,140147508,140147708,+
47424,chr7,109758328,109758528,+
42271,chr2,200217517,200217717,+
25328,chr17,12337012,12337212,+
32927,chr16,34003210,34003410,+
23904,chr1,34368973,34369173,+
10065,chr1,52703774,52703974,+
35484,chr13,106092253,106092453,+
15356,chr4,181406674,181406874,+
4824,chr10,39484116,39484316,+
27805,chr6,20519092,20519292,+
29636,chr12,18930046,18930246,+
46914,chr15,21111049,21111249,+
47768,chr18,19981119,19981319,+
33815,chr19,52266426,52266626,+
10307,chr20,5227975,5228175,+
29589,chr15,35913954,35914154,+
15750,chr3,186433791,186433991,+
9010,chr3,86660396,86660596,+
6456,chr16,26381790,26381990,+
41454,chr17,16915524,16915724,+
20212,chr5,63623835,63624035,+
7579,chr5,169468857,169469057,+
22171,chr4,107732848,107733048,+
30730,chr5,81407471,81407671,+
36269,chr6,90807682,90807882,+
28012,chr5,90129111,90129311,+
35559,chr14,106584416,106584616,+
4592,chr2,194033105,194033305,+
7388,chr1,244197902,244198102,+
44988,chr9,24979441,24979641,+
6330,chr12,46077033,46077233,+
8426,chr16,31934291,31934491,+
768,chrY,56705235,56705435,+
21018,chr7,79760531,79760731,+
33790,chr8,45432021,45432221,+
37431,chr11,128390626,128390826,+
41740,chr11,19324474,19324674,+
43865,chr2,31595845,31596045,+
34665,chr12,58535901,58536101,+
42163,chrX,139400925,139401125,+
44378,chr2,167621254,167621454,+
43078,chr2,93058304,93058504,+
28269,chr1,101200203,101200403,+
35297,chr2,105708077,105708277,+
13124,chrX,93284130,93284330,+
13694,chr12,12041304,12041504,+
7720,chr8,117378312,117378512,+
9330,chr9,88028177,88028377,+
35802,chr12,67759000,67759200,+
14001,chr7,85365071,85365271,+
28990,chr3,195634484,195634684,+
21100,chr19,55526794,55526994,+
15297,chr15,19606183,19606383,+
17102,chr4,111565289,111565489,+
13032,chr7,115580728,115580928,+
46181,chr2,123206803,123207003,+
38593,chr8,110803168,110803368,+
20664,chr11,26812971,26813171,+
32902,chr1,242662292,242662492,+
43754,chr16,59639013,59639213,+
7755,chr8,94615379,94615579,+
46177,chr2,221122033,221122233,+
43538,chr13,74854439,74854639,+
44484,chr7,76630998,76631198,+
15145,chr11,42536201,42536401,+
43407,chr2,84107266,84107466,+
49343,chr5,69841261,69841461,+
23768,chr3,93039940,93040140,+
9974,chr4,145295460,145295660,+
27297,chr6,47060121,47060321,+
46650,chr21,27499197,27499397,+
24562,chr3,168876768,168876968,+
24865,chrX,25933496,25933696,+
623,chr2,146771727,146771927,+
9281,chr12,32980929,32981129,+
13363,chr16,52913509,52913709,+
17079,chr1,24269894,24270094,+
2408,chr5,82511829,82512029,+
22583,chr12,108759016,108759216,+
342,chr16,51863317,51863517,+
41947,chr1,111411068,111411268,+
31168,chrY,17009724,17009924,+
40905,chr5,101441497,101441697,+
32285,chr4,54636678,54636878,+
30018,chr7,44091081,44091281,+
30905,chr3,104081679,104081879,+
20487,chr2,194169714,194169914,+
15889,chr12,91008932,91009132,+
7685,chr13,81490010,81490210,+
40346,chr13,16280523,16280723,+
19986,chr14,45794868,45795068,+
37424,chr3,36272396,36272596,+
44337,chr9,21702972,21703172,+
28403,chr8,116496321,116496521,+
7665,chr22,27327182,27327382,+
16594,chr4,178550803,178551003,+
31043,chr12,30006351,30006551,+
18086,chr5,63469862,63470062,+
18894,chr1,172512114,172512314,+
47872,chr16,79420572,79420772,+
32929,chr16,76092280,76092480,+
45400,chr4,60080616,60080816,+
43921,chrX,155815405,155815605,+
13713,chr6,93930367,93930567,+
33495,chrX,58143143,58143343,+
23024,chr14,44407483,44407683,+
36834,chr5,89538637,89538837,+
2960,chr6,122130929,122131129,+
26845,chr4,14468730,14468930,+
27357,chr12,37504951,37505151,+
36579,chr19,39742597,39742797,+
47509,chr11,91094678,91094878,+
11551,chr8,107545795,107545995,+
13867,chr5,101604195,101604395,+
48020,chr3,72454631,72454831,+
8467,chr17,56635436,56635636,+
35935,chr4,38524512,38524712,+
17109,chr7,129591351,129591551,+
49979,chr20,22012162,22012362,+
5860,chrX,142836418,142836618,+
11364,chr10,124306727,124306927,+
18063,chr6,103737287,103737487,+
15937,chr3,52029424,52029624,+
1277,chr20,43214800,43215000,+
13139,chr1,234349300,234349500,+
36922,chr13,28598373,28598573,+
10765,chrX,104298877,104299077,+
33014,chrY,11732636,11732836,+
40746,chr15,54688952,54689152,+
8975,chr2,60447108,60447308,+
3106,chr10,97790773,97790973,+
11128,chr13,22451498,22451698,+
38079,chr6,23452512,23452712,+
2676,chr1,84598231,84598431,+
44872,chr2,153018626,153018826,+
38489,chrX,5203759,5203959,+
14314,chr19,1676175,1676375,+
22103,chr9,31421912,31422112,+
43064,chr18,29999870,30000070,+
34276,chr2,89264779,89264979,+
20869,chr4,180994572,180994772,+
22248,chr6,29898627,29898827,+
26429,chr7,65998553,65998753,+
13310,chr10,84579929,84580129,+
18463,chr7,145330943,145331143,+
9750,chr10,131626761,131626961,+
14431,chr2,98980184,98980384,+
20938,chr6,86457987,86458187,+
40117,chr7,26588760,26588960,+
11963,chr18,63851050,63851250,+
34078,chr3,981589,981789,+
2758,chr13,111580652,111580852,+
49077,chrX,55046825,55047025,+
46969,chr3,94333200,94333400,+
24987,chr20,43842112,43842312,+
22919,chr12,34891519,34891719,+
7724,chr2,230611580,230611780,+
38958,chr9,88038431,88038631,+
1411,chr17,40611253,40611453,+
15020,chr5,99159858,99160058,+
4639,chr14,98858922,98859122,+
35290,chr14,18965005,18965205,+
27779,chr21,10393899,10394099,+
48644,chr3,21298148,21298348,+
7606,chrY,24193614,24193814,+
36571,chr8,5308824,5309024,+
22618,chr19,56218382,56218582,+
29889,chr3,184804806,184805006,+
21992,chr18,3479245,3479445,+
4526,chr4,120032722,120032922,+
13172,chr5,12303592,12303792,+
11710,chr8,118133639,118133839,+
22059,chr16,26294351,26294551,+
35006,chr5,53366596,53366796,+
36089,chr12,4138541,4138741,+
47026,chr4,27852752,27852952,+
741,chr3,96106064,96106264,+
9052,chrX,94671046,94671246,+
26275,chr4,30260114,30260314,+
32914,chr14,69847679,69847879,+
12574,chr10,1146435,1146635,+
9641,chrX,73310794,73310994,+
26371,chr4,185977543,185977743,+
25404,chr14,103887179,103887379,+
8165,chr3,92273501,92273701,+
28447,chr16,17905159,17905359,+
20920,chr5,14140608,14140808,+
46570,chr8,102204247,102204447,+
10458,chr2,163487637,163487837,+
12918,chr10,61365589,61365789,+
15593,chrX,112376218,112376418,+
23520,chrX,66470401,66470601,+
38224,chr4,110671939,110672139,+
33569,chr7,110090380,110090580,+
30700,chr6,153133775,153133975,+
11509,chr16,62669628,62669828,+
30301,chr17,74496087,74496287,+
37322,chr3,112508472,112508672,+
35500,chr14,25334289,25334489,+
30619,chr14,40945395,40945595,+
20477,chr7,84954834,84955034,+
7152,chr3,137343119,137343319,+
32137,chr9,110643150,110643350,+
36494,chr1,103338045,103338245,+
30514,chr2,149326396,149326596,+
39669,chr4,28913387,28913587,+
27145,chr6,169362943,169363143,+
33851,chr1,234562780,234562980,+
42972,chrX,50116574,50116774,+
16680,chr17,40007590,40007790,+
40833,chr6,166024350,166024550,+
27017,chr7,106146367,106146567,+
49672,chr4,69467361,69467561,+
13256,chr5,116701174,116701374,+
7873,chr12,44944524,44944724,+
4202,chr4,124041686,124041886,+
2239,chr11,9564922,9565122,+
22602,chr8,57081155,57081355,+
1221,chr13,93158719,93158919,+
1412,chr21,13691972,13692172,+
34632,chrX,111573669,111573869,+
23105,chr3,190423083,190423283,+
6612,chr1,188256887,188257087,+
19478,chr10,124204112,124204312,+
5679,chr5,71870633,71870833,+
3560,chr14,27846008,27846208,+
9836,chr14,46649272,46649472,+
44534,chr11,38740244,38740444,+
6186,chr4,133539820,133540020,+
14366,chr5,151628125,151628325,+
38482,chr2,41119976,41120176,+
29641,chr1,12559062,12559262,+
5878,chr4,124376381,124376581,+
44747,chr7,113160082,113160282,+
22303,chr7,60726391,60726591,+
27807,chr7,83663092,83663292,+
34368,chr10,65090878,65091078,+
24540,chr18,50875416,50875616,+
4097,chr3,110289174,110289374,+
36836,chr10,2973965,2974165,+
19854,chr5,53167935,53168135,+
17811,chr5,84760641,84760841,+
44581,chr4,49904277,49904477,+
30719,chr4,39986998,39987198,+
46575,chr4,156275494,156275694,+
6871,chr8,71704676,71704876,+
40896,chr11,69387602,69387802,+
9959,chr3,108121491,108121691,+
8231,chr8,89371270,89371470,+
47942,chr2,110076,110276,+
14585,chr14,25373018,25373218,+
19242,chr22,48439667,48439867,+
11641,chr2,136629810,136630010,+
44290,chr1,90362540,90362740,+
3635,chr14,106215415,106215615,+
3096,chr15,88702780,88702980,+
26743,chr5,114868137,114868337,+
26117,chr16,54402447,54402647,+
45815,chr14,45862996,45863196,+
2376,chr7,152637987,152638187,+
20571,chr12,63249216,63249416,+
48653,chr4,110211244,110211444,+
13966,chr18,47714687,47714887,+
30000,chr12,73482343,73482543,+
16621,chr10,88254620,88254820,+
28397,chr10,113927152,113927352,+
20744,chr8,142445865,142446065,+
8450,chr7,69447153,69447353,+
4514,chr6,122929149,122929349,+
40911,chr11,42708214,42708414,+
40208,chr11,71562060,71562260,+
6914,chr3,93527941,93528141,+
45717,chr16,20088579,20088779,+
38418,chr22,13908410,13908610,+
27778,chr4,115483054,115483254,+
32358,chr6,156517707,156517907,+
25782,chr5,148754947,148755147,+
43627,chr8,75641952,75642152,+
11104,chr5,112432462,112432662,+
49797,chr3,197399682,197399882,+
29797,chr2,103244266,103244466,+
4342,chr1,115198916,115199116,+
37039,chr4,31273376,31273576,+
42545,chr15,88963394,88963594,+
28300,chr17,22969361,22969561,+
23153,chr14,104438549,104438749,+
4998,chr4,126743567,126743767,+
42041,chr2,206992389,206992589,+
24598,chr12,114903510,114903710,+
20259,chr2,163493759,163493959,+
6898,chr8,114680379,114680579,+
30097,chr3,175906298,175906498,+
13019,chrX,98180674,98180874,+
45479,chr6,35775585,35775785,+
14916,chr2,103623925,103624125,+
36364,chrX,960123,960323,+
28843,chr4,160154209,160154409,+
30430,chr15,60259892,60260092,+
19537,chrX,17340824,17341024,+
44925,chr2,78302322,78302522,+
48141,chrX,61177691,61177891,+
17844,chr5,86941194,86941394,+
26051,chr1,80314621,80314821,+
40095,chr13,82251774,82251974,+
28837,chr12,114816202,114816402,+
48981,chr7,41088773,41088973,+
7722,chr10,3719100,3719300,+
13793,chr14,83921256,83921456,+
1357,chr4,121546265,121546465,+
26615,chr11,133973493,133973693,+
2525,chr4,31701940,31702140,+
41215,chr12,115103897,115104097,+
9027,chr2,167790466,167790666,+
40422,chr19,39234649,39234849,+
15497,chr12,94533331,94533531,+
32965,chr5,165260084,165260284,+
13802,chr18,7310961,7311161,+
19293,chr11,45829875,45830075,+
35829,chr15,23649214,23649414,+
22069,chr3,87172917,87173117,+
20038,chr10,53043374,53043574,+
33016,chr12,97825614,97825814,+
31584,chr7,46512364,46512564,+
28877,chr5,120148971,120149171,+
20444,chr2,167667385,167667585,+
42251,chr5,115645594,115645794,+
45859,chr3,74893013,74893213,+
11847,chr12,35584287,35584487,+
44935,chr7,84679191,84679391,+
11810,chr7,146004563,146004763,+
22020,chr9,29902916,29903116,+
28966,chr13,48741412,48741612,+
20867,chr4,51707610,51707810,+
8133,chr1,242830051,242830251,+
5306,chr1,176457571,176457771,+
2577,chr1,77560575,77560775,+
36084,chr12,4070113,4070313,+
39302,chr20,29217118,29217318,+
22351,chr2,153662969,153663169,+
28331,chr1,84447990,84448190,+
16358,chr12,37807001,37807201,+
12681,chr6,112416160,112416360,+
7978,chr7,55000197,55000397,+
16123,chr12,12848664,12848864,+
5421,chr9,90102919,90103119,+
31360,chr16,86898635,86898835,+
18714,chr19,14075261,14075461,+
8982,chr17,24152753,24152953,+
3998,chr3,93126505,93126705,+
28875,chr3,93534581,93534781,+
7409,chr18,18904307,18904507,+
37769,chr12,96414492,96414692,+
251,chr5,173366806,173367006,+
48022,chr1,247884762,247884962,+
43963,chr1,86844581,86844781,+
39491,chr2,136128150,136128350,+
4819,chr2,108077684,108077884,+
37775,chr1,36202786,36202986,+
20283,chr12,11331952,11332152,+
30145,chr4,69435248,69435448,+
22871,chr3,84088854,84089054,+
7845,chr2,186441997,186442197,+
24481,chrX,106505543,106505743,+
33469,chr15,88552650,88552850,+
23591,chr4,115489288,115489488,+
10261,chr14,42321581,42321781,+
8860,chr3,80889838,80890038,+
31636,chr17,10945995,10946195,+
18729,chr2,55112956,55113156,+
46201,chr3,5735056,5735256,+
44841,chr20,23000280,23000480,+
42497,chr6,5916382,5916582,+
542,chr16,46650790,46650990,+
19821,chr14,24135666,24135866,+
3852,chr9,88166100,88166300,+
36270,chr2,78867819,78868019,+
35380,chr8,85168371,85168571,+
6002,chr12,14322813,14323013,+
32199,chr8,21501278,21501478,+
5198,chr3,93355557,93355757,+
42475,chr15,75176275,75176475,+
43324,chr5,70606846,70607046,+
